,Unnamed: 0,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name.1,description
10,10,https://cf.bstatic.com/xdata/images/hotel/square600/454172129.webp?k=0100d83edf0f4fa1b6c4fd261532ddce950022f58feab109888f00e26bd565b6&o=,https://www.booking.com/hotel/us/the-delphi-downtown-la.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=7684801_372855331_2_42_0&highlighted_blocks=7684801_372855331_2_42_0&matching_block_id=7684801_372855331_2_42_0&sr_pri_blocks=7684801_372855331_2_42_0__153566&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Delphi Hotel,1.3,2.0,8.1,8.6,"1,100 reviews",Select Queen Room,1 queen bed,1409,1977.0,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.050256,-118.25714305,The Delphi Hotel,"Located in the heart of downtown Los Angeles, this iconic and renowned hotel is 4 blocks from the Walt Disney Concert Hall and 5 blocks from the BROAD Museum.
The Delphi Hotel offers modern rooms with a glass walk-in shower, mini-bar, and free Wi-Fi.
The Delphi Hotel Lounge is open from 7am daily and features unforgetable coffees, teas, and cocktails to tantalize even the most discerning palate.
Guests of Downtown The Delphi Hotel can enjoy an outdoor lounge, and gather with others around our secluded outdoor fire pit.
Denae's Diner, opening in July 2023, will feature familiar comfort food, elevated in both flavor and presentation, for an unparalleled all-day dining experience.
Los Angeles Museum of Contemporary Art is less than 1 mi from The Delphi Hotel and Dodger Stadium is 3.8 mi away. The hotel is 18 mi from Los Angeles International Airport (LAX)."
11,11,https://cf.bstatic.com/xdata/images/hotel/square600/484326143.webp?k=5c23ad486dc44a88e9747077129508f2534d35eb5c78e816d819d7c2f7ae9c0e&o=,https://www.booking.com/hotel/us/doubletree-by-hilton-los-angeles-downtown.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=5700303_82538669_2_2_0&highlighted_blocks=5700303_82538669_2_2_0&matching_block_id=5700303_82538669_2_2_0&sr_pri_blocks=5700303_82538669_2_2_0__191654&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Doubletree by Hilton Los Angeles Downtown,200.0,3.0,7.3,8.0,"1,220 reviews",Standard King Room,1 king bed,1758,,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.05044934,-118.24295819,Doubletree by Hilton Los Angeles Downtown,"Within walking distance to the Financial District and 10 minutes' drive to Nokia Theater LA LIVE, this hotel in downtown Los Angeles offers a 24-hour fitness center. All modern rooms feature a flat-screen cable TV.
Rooms feature a small fridge and a work desk. Free toiletries are also provided at the Los Angeles Downtown Doubletree by Hilton. Some rooms offer whirlpool baths and refrigerators.
A rooftop garden offers sweeping views of the city and guests can take advantage of the on site car rental, 24-hour business center, currency exchange, and concierge desk. Guests are welcomed with a freshly baked chocolate chip cookie.
Justice Urban Tavern is the on-site restaurant featuring local California cuisine and craft beer. Guests can also grab drinks and appetizers at the Rendezvous Lounge.
The LA Convention Center is 4 miles from the hotel. UCLA is less than 30 minutes’ drive away from Doubletree by Hilton Los Angeles Downtown.
Hotel chain/brand:
Doubletree by Hilton
Distance in property description is calculated using © OpenStreetMap
Show me more"
12,12,https://cf.bstatic.com/xdata/images/hotel/square600/9526909.webp?k=baa1ec74ec4b8610c3c15c442b498f2751dbd86a1ea5116801c05c808e6eb080&o=,https://www.booking.com/hotel/us/inn-at-venice-beach.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=30640502_223049664_2_0_0&highlighted_blocks=30640502_223049664_2_0_0&matching_block_id=30640502_223049664_2_0_0&sr_pri_blocks=30640502_223049664_2_0_0__155728&from=searchresults#hotelTmpl,Inn at Venice Beach,21.8,,8.1,8.6,"1,519 reviews",Deluxe Queen Room,1 queen bed,1428,2093.0,"Venice Beach, Los Angeles",2024/04/14,2024/04/21,33.98083741,-118.46399769,Inn at Venice Beach,"This boutique hotel is 3 minutes' drive from Venice Beach Park and offers a café. Its spacious rooms offer free Wi-Fi.
Inn at Venice Beach provides contemporary rooms with a cable TV and a safe. They also include a refrigerator and coffee maker.
Venice Beach Inn is 6 minutes' walk from Del Rey Divers and Venice Fishing Pier. It is 3 miles from Pacific Park amusement park and Santa Monica Pier and 7 miles from Los Angeles International Airport."
13,13,https://cf.bstatic.com/xdata/images/hotel/square600/134050667.webp?k=fbb7012c0b78021ede1de592709c49b4bd5dc53e0c2e8d92620d23a254db2182&o=,https://www.booking.com/hotel/us/tuscan-garden-inn.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=181622001_93074057_0_0_0&highlighted_blocks=181622001_93074057_0_0_0&matching_block_id=181622001_93074057_0_0_0&sr_pri_blocks=181622001_93074057_0_0_0__99180&from=searchresults#hotelTmpl,Tuscan Garden Inn,3.5,,7.4,,"2,087 reviews",Standard King Room,1 king bed,910,,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.05170742,-118.28150088,Tuscan Garden Inn,"Located in Los Angeles, 1 mi from Staples Center, Tuscan Garden Inn features air-conditioned rooms with free WiFi. Free private parking is available on site.
Rooms have a TV with satellite channels. All rooms are equipped with a private bathroom equipped with a bath or shower.
An on-site business center is available to guests. The front desk is open 24 hours.
L.A. Live is 1 mi from Tuscan Garden Inn, while Microsoft Theater is 1 mi away. The nearest airport is Los Angeles International Airport, 9.9 mi from the property.
Distance in property description is calculated using © OpenStreetMap
Show me more"
14,14,https://cf.bstatic.com/xdata/images/hotel/square600/292201548.webp?k=2f014e1890997185fb4b502fd28f76a16372f68c95ec3754f1ec85f7f20f0c68&o=,https://www.booking.com/hotel/us/los-angeles-premium-2br-amp-2bt-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=696247601_287384703_2_0_0&highlighted_blocks=696247601_287384703_2_0_0&matching_block_id=696247601_287384703_2_0_0&sr_pri_blocks=696247601_287384703_2_0_0__256129&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Los Angeles Premium 2BR&2BT Suites with Free Parking,9.2,2.0,8.8,8.9,423 reviews,Two-Bedroom Apartment with Balcony,"3 beds (2 fulls, 1 king)",2349,3028.0,"Hollywood, Los Angeles",2024/04/14,2024/04/21,34.09088929,-118.33094899,Los Angeles Premium 2BR&2BT Suites with Free Parking,"Providing a garden and a terrace, Los Angeles Premium 2BR&2BT Suites with Free Parking is a sustainable condo hotel in Los Angeles, not far from Capitol Records Building. This condo hotel provides free private parking, an elevator, and free Wifi. Guests can access the condo hotel via private entrance.
At the condo hotel, all units have air conditioning, a seating area, a flat-screen TV with streaming services, a kitchen, a dining area, and a private bathroom with a hair dryer, a bath, and free toiletries. A dishwasher, an oven, and microwave are also featured, as well as a coffee machine and a kettle. At the condo hotel, all units are equipped with bed linen and towels.
A car rental service is available at the condo hotel, while hiking can be enjoyed nearby.
Dolby Theater is 1.5 miles from Los Angeles Premium 2BR&2BT Suites with Free Parking, while Hollywood Bowl is 2.2 miles away. The nearest airport is Hollywood Burbank Airport, 8.1 miles from the accommodation."
15,15,https://cf.bstatic.com/xdata/images/hotel/square600/171959516.webp?k=3ceee301d143954f1777d892f285a00c558ee8d9a3cce044c26a286842665976&o=,https://www.booking.com/hotel/us/hollywood-inn-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=295695301_237149908_0_0_0&highlighted_blocks=295695301_237149908_0_0_0&matching_block_id=295695301_237149908_0_0_0&sr_pri_blocks=295695301_237149908_0_0_0__104895&from=searchresults#hotelTmpl,Hollywood Inn Suites Hotel,15.8,,7.8,8.4,"3,203 reviews",King Suite,1 king bed,962,1924.0,"South Los Angeles, Los Angeles",2024/04/14,2024/04/21,33.916074,-118.292804,Hollywood Inn Suites Hotel,"Featuring 3-star accommodations, Hollywood Inn Suites Hotel is located in Los Angeles, 7.9 miles from LA Memorial Coliseum and 8 miles from California Science Center. The property is around 8.5 miles from Natural History Museum of Los Angeles County, 10 miles from Staples Center and 10 miles from Microsoft Theater. Free WiFi is available and private parking can be arranged at an extra charge.
At the hotel, rooms have a desk, a TV, a private bathroom, bed linen and towels. The rooms at Hollywood Inn Suites Hotel have air conditioning and a safety deposit box.
Speaking English and Spanish, staff will be happy to provide guests with practical advice on the area at the reception.
LA Union Station is 13 miles from the accommodation, while Dodger Stadium is 14 miles from the property.
Distance in property description is calculated using © OpenStreetMap
Show me more"
16,16,https://cf.bstatic.com/xdata/images/hotel/square600/253104082.webp?k=faba96cd2f2076314760b2afcc5e5695d6a5463a0c8f0916fe330bf45c072bab&o=,https://www.booking.com/hotel/us/the-hoxton-downtown-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=642113907_351076980_2_0_0&highlighted_blocks=642113907_351076980_2_0_0&matching_block_id=642113907_351076980_2_0_0&sr_pri_blocks=642113907_351076980_2_0_0__207506&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"The Hoxton, Downtown LA",2.0,3.0,8.5,9.1,865 reviews,Snug,1 full bed,1903,,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.039722,-118.258525,"The Hoxton, Downtown LA","Located in Los Angeles, a 10-minute walk from Microsoft Theater, The Hoxton, Downtown LA provides accommodations with free bikes, private parking, an outdoor swimming pool and a shared lounge. This 4-star hotel offers room service, a 24-hour front desk and free WiFi. The property is 0.6 miles from the city center and a 11-minute walk from Staples Center.
Guest rooms at the hotel come with air conditioning, a seating area, a flat-screen TV with cable channels, a safety deposit box and a private bathroom with a shower, free toiletries and a hairdryer. The Hoxton, Downtown LA has certain rooms with city views, and each room is equipped with an electric tea pot. All rooms will provide guests with a fridge.
At the accommodation you'll find a restaurant serving French, Peruvian and Spanish cuisine. Vegetarian, dairy-free and kosher options can also be requested.
The Hoxton, Downtown LA has a terrace. Guests at the hotel will be able to enjoy activities in and around Los Angeles, like cycling.
LA Union Station is 2.1 miles from The Hoxton, Downtown LA, while California Science Center is 2.8 miles away. The nearest airport is Hawthorne Municipal Airport, 11 miles from the accommodation."
17,17,https://cf.bstatic.com/xdata/images/hotel/square600/72487551.webp?k=92915f58d2099dc9dedb282babc1eedc8d185dd14a8b4b5f3f473ce233b09f94&o=,https://www.booking.com/hotel/us/dunes-inn-wilshire.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=18077801_162096129_0_0_0&highlighted_blocks=18077801_162096129_0_0_0&matching_block_id=18077801_162096129_0_0_0&sr_pri_blocks=18077801_162096129_0_0_0__95494&from=searchresults#hotelTmpl,Dunes Inn - Wilshire,7.3,,7.9,8.2,"1,593 reviews",Queen Room,1 queen bed,876,963.0,Los Angeles,2024/04/14,2024/04/21,34.06162804,-118.32185805,Dunes Inn - Wilshire,"This Los Angeles hotel is located on Wilshire just outside of Koreatown. The property offers free parking and and outdoor pool.
All the air-conditioned guest rooms at the property include satellite television, a mini refrigerator, and an iron with ironing facilities.
The property also offers a 24-hour front desk and discounted prices on select tours and shows. There is also a shuttle service available for an additional fee.
Paramount Studios is 1.5 mi away, while the Los Angeles County Museum of Art is 2.1 mi away. The Farmers' Market is 2.2 mi from the hotel."
18,18,https://cf.bstatic.com/xdata/images/hotel/square600/54978824.webp?k=e6d0db682b7f5fd06e0bf7b5b6a1f9ee4d7b00e1e819f14cfae9b9ef06a85084&o=,https://www.booking.com/hotel/us/aventura.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=152658001_353343362_0_0_0&highlighted_blocks=152658001_353343362_0_0_0&matching_block_id=152658001_353343362_0_0_0&sr_pri_blocks=152658001_353343362_0_0_0__126989&from=searchresults#hotelTmpl,Hotel Aventura,5.0,,8.5,8.8,"1,328 reviews",Standard Queen Room,1 queen bed,1165,1280.0,"Koreatown, Los Angeles",2024/04/14,2024/04/21,34.0521502,-118.29787779,Hotel Aventura,"Hotel Aventura offers accommodations in Los Angeles.Guests can enjoy free WiFi and the on-site fitness center. Koreatown is just 0.7 mi away from the property.
Every room at this hotel is air conditioned and has a flat-screen TV with cable channels. A Nespresso machine is also included. There is also a refrigerator and desk in every room.
There is also a 24-hour business center and concierge services available at the property.
Koreatown is 0.7 mi from Hotel Aventura, while Staples Center is 1.9 mi away. The nearest airport is Los Angeles International Airport, 9.3 mi from Hotel Aventura."
19,19,https://cf.bstatic.com/xdata/images/hotel/square600/464198423.webp?k=611539b0db1c3fc78a97f493b2434d12ad708ba6db00f37624239ad06dfe4f97&o=,https://www.booking.com/hotel/us/sofitel-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=5634622_338268032_2_2_0&highlighted_blocks=5634622_338268032_2_2_0&matching_block_id=5634622_338268032_2_2_0&sr_pri_blocks=5634622_338268032_2_2_0__246725&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Hotel Sofitel Los Angeles at Beverly Hills,12.7,3.0,8.1,8.6,"1,149 reviews","Superior Room, 1 king-size bed",1 king bed,2263,,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.07616003,-118.377534,Hotel Sofitel Los Angeles at Beverly Hills,"Sofitel Los Angeles at Beverly Hills is a stunning 4-diamonds AAA hotel in LA offering elegant luxury accommodations and dramatic decor with an ambiance that combines see-and-be-seen excitement and the calm of an urban resort. Named by Conde Nast Traveler® as a top hotel in Los Angeles in their annual Reader’s Choice Awards, Sofitel Los Angeles artfully blends Hollywood Glamor and French Flair for an incomparable hospitality experience.
Ideally located on the corner of La Cienega and Beverly Boulevard, opposite the best shopping destination in Los Angeles the Beverly Center, this hotel is conveniently located near Cedar Sinai Medical Center, Rodeo Drive, Melrose Avenue, Sunset Boulevard, West Hollywood’s Santa Monica Boulevard and The Grove, just a couple minutes away from the best shopping spots and tourist attractions of Los Angeles, West Hollywood and Beverly Hills. 10 miles from LAX / 12 miles from Burbank Airport / 9 miles from Union Station. Banks, grocery stores, car rentals, postal services and much more at walking distance.
This elegant hotel offers 295 rooms on 10 floors including 26 suites and two Presidential Suites all featuring Sofitel's luxurious signature bedding and state-of-the-art technology, as well as luxurious French bath amenities and rain showers. Room amenities include SoBed – Sofitel’s luxurious feathertop and duvet sleep system, 47” TV’s, Wi-Fi, 24-hour In-room dining, mini-bar, safe deposit box, movies on demand.
The onsite wellness amenities offer a 360 ° wellness experience featuring an outdoor heated pool, Sofitel Fitness, a 2,000-square-foot contemporary and exclusive fitness facility landscaped by cardio and free-weight workout systems, a spa offering a wide array of indulgent cosmetology treatments and Le Salon, a celebrity hair salon offering exclusive beauty glamor moments. Guests can enjoy “ALL Be Well”, the hotel new exclusive restorative in-room wellness program in partnership with Three Sages, a leader in immersive, nature-based restorative experiences.
Our breakfast restaurant Esterel, named after the mountains in southeast France, is set in a chic and stylish ambiance offering a wide selection of fresh farm-to-table products and made-to-order meals.
Voted best Hotel Bar in West Hollywood and among the 10 hottest spots in LA to go out by USA TODAY, Riviera 31 Lounge Bar hosts the best live performances and entertainment nights in town, from the legendary Jazz Eclectic Nights every Monday to the glamorous Salsa Nights every Wednesday, along with an avant-garde craft cocktail selection and a delicious fusion bar bites menu.
Sofitel Los Angeles at Beverly Hills is pioneer in sustainability and has been honored with the Green Seal Certification in 2018, making it the sixth hotel of Los Angeles and the first Sofitel in the network to reach this level of sustainable engagement. Sofitel Los Angeles is also proudly certified Planet 21 Platinum in the Accor Network as well as 5 Keys by Green key."
20,20,https://cf.bstatic.com/xdata/images/hotel/square600/293199749.webp?k=a4990075511758d1617bde80d808dda472cdf2d4a9a5a63969a1e8c5dfbd0447&o=,https://www.booking.com/hotel/us/venice-beach-waldorf.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211448&all_sr_blocks=153177604_344400788_2_0_0&highlighted_blocks=153177604_344400788_2_0_0&matching_block_id=153177604_344400788_2_0_0&sr_pri_blocks=153177604_344400788_2_0_0__207566&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Venice V Hotel,22.5,1.0,8.8,9.3,289 reviews,Double or Twin Room with Partial Sea View,1 queen bed,1904,2331.0,"Venice Beach, Los Angeles",2024/04/14,2024/04/21,33.98858186,-118.47497545,Venice V Hotel,"Experience Venice Beach like a local at the V — Venice's only beachfront lifestyle hotel, designed in a soulfully reimagined 1915 landmark. Once a hangout for the Hollywood elite, the V is a home base for today's creative nomad, just steps from Venice's legendary skate park, surf, eclectic dining, and entertainment. Inside each distinct room, suite, and rooftop bungalow, original period details seamlessly blend with modern amenities...and every room offers a stunning Pacific ocean view. At long last, your perfect Venice Beach hideaway is here."
